;Tweet;Sentimen;step01;tokens;tokens_perbaikan;Stop_removal;step02;ProcessedText
462;Hei guys, gw mau ngajak kalian untuk agar pandemik covid-19 ini lekas hilang. AamiinGimana??Kurangin dah tuh nongki2, halan2, atau segala aktivitas diluar ruangan. Yuk belajar utbk aja, tau sendirikan pesaing lo tuh buanyak banget. Yok ;1.0;hei guys gw mau ngajak kalian untuk agar pandemik covid number ini lekas hilang aamiingimana repeated kurangin dah tuh nongki2 halan2 atau segala aktivitas diluar ruangan yuk belajar utbk aja tau sendirikan pesaing lo tuh buanyak banget yok;['hei', 'guys', 'gw', 'mau', 'ngajak', 'kalian', 'untuk', 'agar', 'pandemik', 'covid', 'number', 'ini', 'lekas', 'hilang', 'aamiingimana', 'repeated', 'kurangin', 'dah', 'tuh', 'nongki2', 'halan2', 'atau', 'segala', 'aktivitas', 'diluar', 'ruangan', 'yuk', 'belajar', 'utbk', 'aja', 'tau', 'sendirikan', 'pesaing', 'lo', 'tuh', 'buanyak', 'banget', 'yok'];['hei', 'guys', 'saya', 'mau', 'ngajak', 'kalian', 'untuk', 'agar', 'pandemik', 'covid', 'number', 'ini', 'lekas', 'hilang', 'aamiingimana', 'repeated', 'kurangin', 'sudah', 'itu', 'nongki2', 'halan2', 'atau', 'segala', 'aktivitas', 'diluar', 'ruangan', 'ayo', 'belajar', 'utbk', 'saja', 'tau', 'sendirikan', 'pesaing', 'lo', 'itu', 'buanyak', 'banget', 'yok'];['hei', 'guys', 'ngajak', 'pandemik', 'covid', 'number', 'lekas', 'hilang', 'aamiingimana', 'repeated', 'kurangin', 'nongki2', 'halan2', 'aktivitas', 'diluar', 'ruangan', 'ayo', 'belajar', 'utbk', 'tau', 'sendirikan', 'pesaing', 'lo', 'buanyak', 'banget', 'yok'];hei guys ngajak pandemik covid number lekas hilang aamiingimana repeated kurangin nongki2 halan2 aktivitas diluar ruangan ayo belajar utbk tau sendirikan pesaing lo buanyak banget yok;hei guys ngajak pandemik covid number lekas hilang aamiingimana repeated rangin nongki2 halan2 aktivitas luar ruang ayo ajar utbk tau sendiri saing lo buanyak banget yok
463;JANGAN ADA DUSTA DIANTARA KITA: Kisah Pilu Dokter Menangani Pasien Yang Ternyata Positif Covid-19  ;1.0;allcaps jangan ada dusta diantara kita allcaps kisah pilu dokter menangani pasien yang ternyata positif covid number;['allcaps', 'jangan', 'ada', 'dusta', 'diantara', 'kita', 'allcaps', 'kisah', 'pilu', 'dokter', 'menangani', 'pasien', 'yang', 'ternyata', 'positif', 'covid', 'number'];['allcaps', 'jangan', 'ada', 'dusta', 'diantara', 'kita', 'allcaps', 'kisah', 'pilu', 'dokter', 'menangani', 'pasien', 'yang', 'ternyata', 'positif', 'covid', 'number'];['allcaps', 'dusta', 'allcaps', 'kisah', 'pilu', 'dokter', 'menangani', 'pasien', 'positif', 'covid', 'number'];allcaps dusta allcaps kisah pilu dokter menangani pasien positif covid number;allcaps dusta allcaps kisah pilu dokter tangan pasien positif covid number
464;Saya kuatir test Covid-19 belum menyeluruhTau2 nanti ada korban tergeletak mati suspek coronaNgeri;-1.0;saya kuatir test covid number belum menyeluruhtau2 nanti ada korban tergeletak mati suspek coronangeri;['saya', 'kuatir', 'test', 'covid', 'number', 'belum', 'menyeluruhtau2', 'nanti', 'ada', 'korban', 'tergeletak', 'mati', 'suspek', 'coronangeri'];['saya', 'khawatir', 'test', 'covid', 'number', 'belum', 'menyeluruhtau2', 'nanti', 'ada', 'korban', 'tergeletak', 'mati', 'suspek', 'coronangeri'];['khawatir', 'test', 'covid', 'number', 'menyeluruhtau2', 'korban', 'tergeletak', 'mati', 'suspek', 'coronangeri'];khawatir test covid number menyeluruhtau2 korban tergeletak mati suspek coronangeri;khawatir test covid number menyeluruhtau2 korban geletak mati suspek coronangeri
465;Ada yang kek gue saking fokus sama berita soal covid hari ini siap siap kerja padahalan tanggal merah;0.0;ada yang kek gue saking fokus sama berita soal covid hari ini siap siap kerja padahalan tanggal merah;['ada', 'yang', 'kek', 'gue', 'saking', 'fokus', 'sama', 'berita', 'soal', 'covid', 'hari', 'ini', 'siap', 'siap', 'kerja', 'padahalan', 'tanggal', 'merah'];['ada', 'yang', 'kayak', 'saya', 'saking', 'fokus', 'sama', 'berita', 'soal', 'covid', 'hari', 'ini', 'siap', 'siap', 'kerja', 'padahalan', 'tanggal', 'merah'];['kayak', 'saking', 'fokus', 'berita', 'covid', 'kerja', 'padahalan', 'tanggal', 'merah'];kayak saking fokus berita covid kerja padahalan tanggal merah;kayak saking fokus berita covid kerja padahal tanggal merah
466;Berat Mbah, terlalu banyak kemungkinan: Sedang haid gak ndang mampet Jualan online gak payu-payu Lagi horny sing lanang mumet covid Sudah masak enak dapat berkatan yg lebih enak Sariawan Loro untu Keputihan Murus ilate kecakot Bengese anyar Masker kerlisut Dst...;0.0;berat mbah terlalu banyak kemungkinan sedang haid gak ndang mampet jualan online gak payu payu lagi horny sing lanang mumet covid sudah masak enak dapat berkatan yg lebih enak sariawan loro untu keputihan murus ilate kecakot bengese anyar masker kerlisut dst repeated;['berat', 'mbah', 'terlalu', 'banyak', 'kemungkinan', 'sedang', 'haid', 'gak', 'ndang', 'mampet', 'jualan', 'online', 'gak', 'payu', 'payu', 'lagi', 'horny', 'sing', 'lanang', 'mumet', 'covid', 'sudah', 'masak', 'enak', 'dapat', 'berkatan', 'yg', 'lebih', 'enak', 'sariawan', 'loro', 'untu', 'keputihan', 'murus', 'ilate', 'kecakot', 'bengese', 'anyar', 'masker', 'kerlisut', 'dst', 'repeated'];['berat', 'mbah', 'terlalu', 'banyak', 'kemungkinan', 'sedang', 'haid', 'tidak', 'ndang', 'mampet', 'jualan', 'online', 'tidak', 'payu', 'payu', 'lagi', 'horny', 'sing', 'lanang', 'pusing', 'covid', 'sudah', 'masak', 'enak', 'dapat', 'berkatan', 'yang', 'lebih', 'enak', 'sariawan', 'loro', 'untu', 'keputihan', 'murus', 'ilate', 'kecakot', 'bengese', 'anyar', 'masker', 'kerlisut', 'dst', 'repeated'];['berat', 'mbah', 'haid', 'ndang', 'mampet', 'jualan', 'online', 'payu', 'payu', 'horny', 'sing', 'lanang', 'pusing', 'covid', 'masak', 'enak', 'berkatan', 'enak', 'sariawan', 'loro', 'untu', 'keputihan', 'murus', 'ilate', 'kecakot', 'bengese', 'anyar', 'masker', 'kerlisut', 'dst', 'repeated'];berat mbah haid ndang mampet jualan online payu payu horny sing lanang pusing covid masak enak berkatan enak sariawan loro untu keputihan murus ilate kecakot bengese anyar masker kerlisut dst repeated;berat mbah haid ndang mampet jual online payu payu horny sing lanang pusing covid masak enak berkat enak sariawan loro untu putih murus ilate kecakot bengese anyar masker kerlisut dst repeated
467;Amalkan langkah-langkah pencegahan penularan COVID-19 sebagai amalan dalam kehidupan seharian kita.SHARING IS;0.0;amalkan langkah langkah pencegahan penularan allcaps covid allcaps number sebagai amalan dalam kehidupan seharian kita allcaps sharing is allcaps;['amalkan', 'langkah', 'langkah', 'pencegahan', 'penularan', 'allcaps', 'covid', 'allcaps', 'number', 'sebagai', 'amalan', 'dalam', 'kehidupan', 'seharian', 'kita', 'allcaps', 'sharing', 'is', 'allcaps'];['amalkan', 'langkah', 'langkah', 'pencegahan', 'penularan', 'allcaps', 'covid', 'allcaps', 'number', 'sebagai', 'amalan', 'dalam', 'kehidupan', 'seharian', 'kita', 'allcaps', 'sharing', 'is', 'allcaps'];['amalkan', 'langkah', 'langkah', 'pencegahan', 'penularan', 'allcaps', 'covid', 'allcaps', 'number', 'amalan', 'kehidupan', 'seharian', 'allcaps', 'sharing', 'is', 'allcaps'];amalkan langkah langkah pencegahan penularan allcaps covid allcaps number amalan kehidupan seharian allcaps sharing is allcaps;amal langkah langkah cegah tular allcaps covid allcaps number amal hidup hari allcaps sharing is allcaps
468;Bumi..Maafkan Kami..Yang Tak Pernah Sadar.. Bahwa Kau Juga Butuh Istirahat.;1.0;bumi repeated maafkan kami repeated yang tak pernah sadar repeated bahwa kau juga butuh istirahat;['bumi', 'repeated', 'maafkan', 'kami', 'repeated', 'yang', 'tak', 'pernah', 'sadar', 'repeated', 'bahwa', 'kau', 'juga', 'butuh', 'istirahat'];['bumi', 'repeated', 'maafkan', 'kami', 'repeated', 'yang', 'tak', 'pernah', 'sadar', 'repeated', 'bahwa', 'kau', 'juga', 'butuh', 'istirahat'];['bumi', 'repeated', 'maafkan', 'repeated', 'sadar', 'repeated', 'kau', 'butuh', 'istirahat'];bumi repeated maafkan repeated sadar repeated kau butuh istirahat;bumi repeated maaf repeated sadar repeated kau butuh istirahat
469;Anggota Polsek Koba Himbau para pemuda Tidak Kumpul-kumpul dan segera pulang kerumahnya masing-masing untuk mencegah penyebaran COVID-19..  ;1.0;anggota polsek koba himbau para pemuda tidak kumpul kumpul dan segera pulang kerumahnya masing masing untuk mencegah penyebaran allcaps covid allcaps number repeated;['anggota', 'polsek', 'koba', 'himbau', 'para', 'pemuda', 'tidak', 'kumpul', 'kumpul', 'dan', 'segera', 'pulang', 'kerumahnya', 'masing', 'masing', 'untuk', 'mencegah', 'penyebaran', 'allcaps', 'covid', 'allcaps', 'number', 'repeated'];['anggota', 'polsek', 'koba', 'himbau', 'para', 'pemuda', 'tidak', 'kumpul', 'kumpul', 'dan', 'segera', 'pulang', 'kerumahnya', 'masing', 'masing', 'untuk', 'mencegah', 'penyebaran', 'allcaps', 'covid', 'allcaps', 'number', 'repeated'];['anggota', 'polsek', 'koba', 'himbau', 'pemuda', 'kumpul', 'kumpul', 'pulang', 'kerumahnya', 'mencegah', 'penyebaran', 'allcaps', 'covid', 'allcaps', 'number', 'repeated'];anggota polsek koba himbau pemuda kumpul kumpul pulang kerumahnya mencegah penyebaran allcaps covid allcaps number repeated;anggota polsek koba himbau pemuda kumpul kumpul pulang rumah cegah sebar allcaps covid allcaps number repeated
470;Kopi pagi ini cukup nikmat.Kabar baiknya pemerintah Aceh menyalurkan bantuan pokok utk Masyarakat terdampak Covid-19 dgn kriteria bukan penerima PKH & BPNT. Alhamdulillah ;1.0;kopi pagi ini cukup nikmat kabar baiknya pemerintah aceh menyalurkan bantuan pokok utk masyarakat terdampak covid number dgn kriteria bukan penerima allcaps pkh allcaps allcaps bpnt allcaps alhamdulillah;['kopi', 'pagi', 'ini', 'cukup', 'nikmat', 'kabar', 'baiknya', 'pemerintah', 'aceh', 'menyalurkan', 'bantuan', 'pokok', 'utk', 'masyarakat', 'terdampak', 'covid', 'number', 'dgn', 'kriteria', 'bukan', 'penerima', 'allcaps', 'pkh', 'allcaps', 'allcaps', 'bpnt', 'allcaps', 'alhamdulillah'];['kopi', 'pagi', 'ini', 'cukup', 'nikmat', 'kabar', 'baiknya', 'pemerintah', 'aceh', 'menyalurkan', 'bantuan', 'pokok', 'untuk', 'masyarakat', 'terdampak', 'covid', 'number', 'dengan', 'kriteria', 'bukan', 'penerima', 'allcaps', 'pkh', 'allcaps', 'allcaps', 'bpnt', 'allcaps', 'syukur'];['kopi', 'pagi', 'nikmat', 'kabar', 'baiknya', 'pemerintah', 'aceh', 'menyalurkan', 'bantuan', 'pokok', 'masyarakat', 'terdampak', 'covid', 'number', 'kriteria', 'penerima', 'allcaps', 'pkh', 'allcaps', 'allcaps', 'bpnt', 'allcaps', 'syukur'];kopi pagi nikmat kabar baiknya pemerintah aceh menyalurkan bantuan pokok masyarakat terdampak covid number kriteria penerima allcaps pkh allcaps allcaps bpnt allcaps syukur;kopi pagi nikmat kabar baik perintah aceh salur bantu pokok masyarakat dampak covid number kriteria terima allcaps pkh allcaps allcaps bpnt allcaps syukur
471;Sugeng ambal Warso... Yg buat ak n kita bahgia saat ini adalah covid segera teratasi dan semua bisa melakukan kegiatan seperti biasa...;1.0;sugeng ambal warso repeated yg buat ak kita bahgia saat ini adalah covid segera teratasi dan semua bisa melakukan kegiatan seperti biasa repeated;['sugeng', 'ambal', 'warso', 'repeated', 'yg', 'buat', 'ak', 'kita', 'bahgia', 'saat', 'ini', 'adalah', 'covid', 'segera', 'teratasi', 'dan', 'semua', 'bisa', 'melakukan', 'kegiatan', 'seperti', 'biasa', 'repeated'];['sugeng', 'ambal', 'warso', 'repeated', 'yang', 'buat', 'aku', 'kita', 'bahgia', 'saat', 'ini', 'adalah', 'covid', 'segera', 'teratasi', 'dan', 'semua', 'bisa', 'melakukan', 'kegiatan', 'seperti', 'biasa', 'repeated'];['sugeng', 'ambal', 'warso', 'repeated', 'bahgia', 'covid', 'teratasi', 'kegiatan', 'repeated'];sugeng ambal warso repeated bahgia covid teratasi kegiatan repeated;sugeng ambal warso repeated bahgia covid atas giat repeated
472;4. Langkah yg dapat di ambil pemerintah dalam mengatasi dampak Covid-19 terhadap Kerjasama InternasionalJawab :1. Pengumpulan data kesakitan dan kematian penduduk.2. Pemeriksaan klinis, fisik, laboratorium dan penegakan diagnosis;1.0;number langkah yg dapat di ambil pemerintah dalam mengatasi dampak covid number terhadap kerjasama internasionaljawab number pengumpulan data kesakitan dan kematian penduduk number pemeriksaan klinis fisik laboratorium dan penegakan diagnosis;['number', 'langkah', 'yg', 'dapat', 'di', 'ambil', 'pemerintah', 'dalam', 'mengatasi', 'dampak', 'covid', 'number', 'terhadap', 'kerjasama', 'internasionaljawab', 'number', 'pengumpulan', 'data', 'kesakitan', 'dan', 'kematian', 'penduduk', 'number', 'pemeriksaan', 'klinis', 'fisik', 'laboratorium', 'dan', 'penegakan', 'diagnosis'];['number', 'langkah', 'yang', 'dapat', 'di', 'ambil', 'pemerintah', 'dalam', 'mengatasi', 'dampak', 'covid', 'number', 'terhadap', 'kerjasama', 'internasionaljawab', 'number', 'pengumpulan', 'data', 'kesakitan', 'dan', 'kematian', 'penduduk', 'number', 'pemeriksaan', 'klinis', 'fisik', 'laboratorium', 'dan', 'penegakan', 'diagnosis'];['number', 'langkah', 'ambil', 'pemerintah', 'mengatasi', 'dampak', 'covid', 'number', 'kerjasama', 'internasionaljawab', 'number', 'pengumpulan', 'data', 'kesakitan', 'kematian', 'penduduk', 'number', 'pemeriksaan', 'klinis', 'fisik', 'laboratorium', 'penegakan', 'diagnosis'];number langkah ambil pemerintah mengatasi dampak covid number kerjasama internasionaljawab number pengumpulan data kesakitan kematian penduduk number pemeriksaan klinis fisik laboratorium penegakan diagnosis;number langkah ambil perintah atas dampak covid number kerjasama internasionaljawab number kumpul data sakit mati duduk number periksa klinis fisik laboratorium tega diagnosis
473;Ini Tips Ilmuwan Cara Tingkatkan Kekebalan Tubuh, Mari Bersama Kita Lawan Covid-19 Sistem ketahanan tubuh adalah mekanisme yang efektif untuk menjaga tubuh dari serangan penyakit. - via;1.0;ini tips ilmuwan cara tingkatkan kekebalan tubuh mari bersama kita lawan covid number sistem ketahanan tubuh adalah mekanisme yang efektif untuk menjaga tubuh dari serangan penyakit via;['ini', 'tips', 'ilmuwan', 'cara', 'tingkatkan', 'kekebalan', 'tubuh', 'mari', 'bersama', 'kita', 'lawan', 'covid', 'number', 'sistem', 'ketahanan', 'tubuh', 'adalah', 'mekanisme', 'yang', 'efektif', 'untuk', 'menjaga', 'tubuh', 'dari', 'serangan', 'penyakit', 'via'];['ini', 'tips', 'ilmuwan', 'cara', 'tingkatkan', 'kekebalan', 'tubuh', 'mari', 'bersama', 'kita', 'lawan', 'covid', 'number', 'sistem', 'ketahanan', 'tubuh', 'adalah', 'mekanisme', 'yang', 'efektif', 'untuk', 'menjaga', 'tubuh', 'dari', 'serangan', 'penyakit', 'via'];['tips', 'ilmuwan', 'tingkatkan', 'kekebalan', 'tubuh', 'mari', 'lawan', 'covid', 'number', 'sistem', 'ketahanan', 'tubuh', 'mekanisme', 'efektif', 'menjaga', 'tubuh', 'serangan', 'penyakit', 'via'];tips ilmuwan tingkatkan kekebalan tubuh mari lawan covid number sistem ketahanan tubuh mekanisme efektif menjaga tubuh serangan penyakit via;tips ilmuwan tingkat kebal tubuh mari lawan covid number sistem tahan tubuh mekanisme efektif jaga tubuh serang sakit via
474;Semoga diberikan kesehatan jasmani n rohani, ya dok. Dan semoga kita semua selalu dalam Lindungan ALLAH SWT agar terhindar dari fitnah dajjal. AamiinMulut senantiasa selalu berdzikir, insyaALLAH bs mjdi tameng virus covid-19 selain ikhtiar.;1.0;semoga diberikan kesehatan jasmani rohani ya dok dan semoga kita semua selalu dalam lindungan allcaps allah swt allcaps agar terhindar dari fitnah dajjal aamiinmulut senantiasa selalu berdzikir insyaallah bs mjdi tameng virus covid number selain ikhtiar;['semoga', 'diberikan', 'kesehatan', 'jasmani', 'rohani', 'ya', 'dok', 'dan', 'semoga', 'kita', 'semua', 'selalu', 'dalam', 'lindungan', 'allcaps', 'allah', 'swt', 'allcaps', 'agar', 'terhindar', 'dari', 'fitnah', 'dajjal', 'aamiinmulut', 'senantiasa', 'selalu', 'berdzikir', 'insyaallah', 'bs', 'mjdi', 'tameng', 'virus', 'covid', 'number', 'selain', 'ikhtiar'];['semoga', 'diberikan', 'kesehatan', 'jasmani', 'rohani', 'iya', 'dok', 'dan', 'semoga', 'kita', 'semua', 'selalu', 'dalam', 'lindungan', 'allcaps', 'allah', 'swt', 'allcaps', 'agar', 'terhindar', 'dari', 'fitnah', 'dajjal', 'aamiinmulut', 'senantiasa', 'selalu', 'berdzikir', 'insyaallah', 'bisa', 'mjdi', 'tameng', 'virus', 'covid', 'number', 'selain', 'ikhtiar'];['semoga', 'kesehatan', 'jasmani', 'rohani', 'iya', 'dok', 'semoga', 'lindungan', 'allcaps', 'allah', 'swt', 'allcaps', 'terhindar', 'fitnah', 'dajjal', 'aamiinmulut', 'senantiasa', 'berdzikir', 'insyaallah', 'mjdi', 'tameng', 'virus', 'covid', 'number', 'ikhtiar'];semoga kesehatan jasmani rohani iya dok semoga lindungan allcaps allah swt allcaps terhindar fitnah dajjal aamiinmulut senantiasa berdzikir insyaallah mjdi tameng virus covid number ikhtiar;moga sehat jasmani rohani iya dok moga lindung allcaps allah swt allcaps hindar fitnah dajjal aamiinmulut senantiasa berdzikir insyaallah mjdi tameng virus covid number ikhtiar
475;Semoga segera diberi kesembuhan  jgn coba2 lg menulis corona tentara Allah. Virus tdk mengenal sara. Marilah berdoa spy wabah ini segera berakhir. Amiiin ;1.0;semoga segera diberi kesembuhan jgn coba2 lg menulis corona tentara allah virus tdk mengenal sara marilah berdoa spy wabah ini segera berakhir amin elongated;['semoga', 'segera', 'diberi', 'kesembuhan', 'jgn', 'coba2', 'lg', 'menulis', 'corona', 'tentara', 'allah', 'virus', 'tdk', 'mengenal', 'sara', 'marilah', 'berdoa', 'spy', 'wabah', 'ini', 'segera', 'berakhir', 'amin', 'elongated'];['semoga', 'segera', 'diberi', 'kesembuhan', 'jangan', 'coba2', 'lg', 'menulis', 'corona', 'tentara', 'allah', 'virus', 'tidak', 'mengenal', 'sara', 'marilah', 'berdoa', 'spy', 'wabah', 'ini', 'segera', 'berakhir', 'semoga', 'elongated'];['semoga', 'kesembuhan', 'coba2', 'lg', 'menulis', 'corona', 'tentara', 'allah', 'virus', 'mengenal', 'sara', 'marilah', 'berdoa', 'spy', 'wabah', 'semoga', 'elongated'];semoga kesembuhan coba2 lg menulis corona tentara allah virus mengenal sara marilah berdoa spy wabah semoga elongated;moga sembuh coba2 lg tulis corona tentara allah virus kenal sara mari doa spy wabah moga elongated
476;Disebabkan pandemik COVID-19, penjarakan sosial perlu menjadi norma baharu sekurang2nya untuk satu tempoh waktu tertentu.Untuk tahun ini, sekurang2nya perlu ada kawalan, pemantauan atau mungkin batalkan perhimpunan sama ada perhimpunan Ramadan, Aidilfitri atau Haji;-1.0;disebabkan pandemik allcaps covid allcaps number penjarakan sosial perlu menjadi norma baharu sekurang2nya untuk satu tempoh waktu tertentu untuk tahun ini sekurang2nya perlu ada kawalan pemantauan atau mungkin batalkan perhimpunan sama ada perhimpunan ramadan aidilfitri atau haji;['disebabkan', 'pandemik', 'allcaps', 'covid', 'allcaps', 'number', 'penjarakan', 'sosial', 'perlu', 'menjadi', 'norma', 'baharu', 'sekurang2nya', 'untuk', 'satu', 'tempoh', 'waktu', 'tertentu', 'untuk', 'tahun', 'ini', 'sekurang2nya', 'perlu', 'ada', 'kawalan', 'pemantauan', 'atau', 'mungkin', 'batalkan', 'perhimpunan', 'sama', 'ada', 'perhimpunan', 'ramadan', 'aidilfitri', 'atau', 'haji'];['disebabkan', 'pandemik', 'allcaps', 'covid', 'allcaps', 'number', 'penjarakan', 'sosial', 'perlu', 'menjadi', 'norma', 'baharu', 'sekurang2nya', 'untuk', 'satu', 'tempoh', 'waktu', 'tertentu', 'untuk', 'tahun', 'ini', 'sekurang2nya', 'perlu', 'ada', 'kawalan', 'pemantauan', 'atau', 'mungkin', 'batalkan', 'perhimpunan', 'sama', 'ada', 'perhimpunan', 'ramadan', 'aidilfitri', 'atau', 'haji'];['disebabkan', 'pandemik', 'allcaps', 'covid', 'allcaps', 'number', 'penjarakan', 'sosial', 'norma', 'baharu', 'sekurang2nya', 'tempoh', 'sekurang2nya', 'kawalan', 'pemantauan', 'batalkan', 'perhimpunan', 'perhimpunan', 'ramadan', 'aidilfitri', 'haji'];disebabkan pandemik allcaps covid allcaps number penjarakan sosial norma baharu sekurang2nya tempoh sekurang2nya kawalan pemantauan batalkan perhimpunan perhimpunan ramadan aidilfitri haji;sebab pandemik allcaps covid allcaps number penjara sosial norma baharu sekurang2nya tempoh sekurang2nya kawal pantau batal himpun himpun ramadan aidilfitri haji
